DEPARTAMENTO,Municipio ,ID Estación,Estación,LONGITUD,LATITUD,Elevación,AÑO,EST,ENT,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOST,SEPTI,OCTUB,NOVIE,DICIE,VR ANUAL
CALDAS,VICTOIRA,23020100,LA VICTORIA,-74.540000000000006,5.1900000000000004,675,2002,1,1,182.8,61.4,272.0,412.8,286.2,126.2,153.9,185.2,209.4,416.3,311.5,647.6,3265.3
CALDAS,VICTOIRA,23020100,LA VICTORIA,-74.540000000000006,5.1900000000000004,675,2003,1,1,81.1,304.2,234.6,430.9,149.9,439.7,74.3,163.8,227.8,744.7,435.3,224.6,3510.9
CALDAS,VICTOIRA,23020100,LA VICTORIA,-74.540000000000006,5.1900000000000004,675,2004,1,1,220.5,117.2,135.1,173.7,170.5,26.8,44.2,68.1,127.5,451.6,436.6,291.5,2263.3
CALDAS,VICTOIRA,23020100,LA VICTORIA,-74.540000000000006,5.1900000000000004,675,2005,1,1,378.1,84.4,,310.8,499.7,245.9,283.5,196.0,282.9,,192.6,252.4,3024.2
CALDAS,VICTOIRA,23020100,LA VICTORIA,-74.540000000000006,5.1900000000000004,675,2006,1,1,172.5,86.0,291.6,346.5,429.9,194.3,52.7,210.6,245.8,539.4,742.0,495.6,3806.9
CALDAS,VICTOIRA,23020100,LA VICTORIA,-74.540000000000006,5.1900000000000004,675,2007,1,1,581.8,3.8,468.3,494.4,250.8,66.8,191.3,251.3,258.9,1034,,316.3,4484.8
CALDAS,VICTOIRA,23020100,LA VICTORIA,-74.540000000000006,5.1900000000000004,675,2008,1,1,244.3,480.3,406.5,371.8,515.1,227.4,217.2,604.1,306.2,611.6,1326,305.2,5615.7
CALDAS,VICTOIRA,23020100,LA VICTORIA,-74.540000000000006,5.1900000000000004,675,2009,1,1,451.6,197.2,546.0,373.2,314.2,184.8,34.5,223.2,140.1,561.8,671.5,245.0,3943.1
CALDAS,VICTOIRA,23020100,LA VICTORIA,-74.540000000000006,5.1900000000000004,675,2010,1,1,215.1,225.6,417.2,,385.5,151.9,271.1,197.3,,632.3,1062,816.2,4374.2
CALDAS,VICTOIRA,23020100,LA VICTORIA,-74.540000000000006,5.1900000000000004,675,2011,1,1,180.5,477.1,592.8,425.2,316.6,266.6,183.4,228.0,218.8,486.4,690.0,777.5,4842.9
CALDAS,VICTOIRA,23020100,LA VICTORIA,-74.540000000000006,5.1900000000000004,675,2012,1,1,565.6,111.5,392.2,535.6,384.2,96.1,49.1,182.1,132.4,421.7,420.7,467.8,3759.0
CALDAS,VICTOIRA,23020100,LA VICTORIA,-74.540000000000006,5.1900000000000004,675,2013,1,1,167.9,1377,230.7,285.5,432.5,251.4,57.4,196.7,,,,,2999.1
CALDAS,VICTOIRA,23020100,LA VICTORIA,-74.540000000000006,5.1900000000000004,675,MEDIOS,,,214.7,248.1,314.8,368.4,345.0,177.5,151.3,200.5,302.3,542.8,542.6,377.4,3785.3
CALDAS,VICTOIRA,23020100,LA VICTORIA,-74.540000000000006,5.1900000000000004,675,MAXIMOS,,,581.8,1377,748.1,638.0,602.9,446.4,383.0,604.1,532.3,1034,1326,816.2,1377.0
CALDAS,VICTOIRA,23020100,LA VICTORIA,-74.540000000000006,5.1900000000000004,675,MINIMOS,,,27.0,3.8,82.9,69.0,86.1,8.2,0.0,0.0,98.0,151.3,192.6,138.2,0.0
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,1981,1,1,,,,,,,,,,130.7,,95.4,226.1
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,1982,2,1,101.9,158.6,120.6,295.8,278.6,46.5,48.0,6.5,120.0,219.0,185.0,102.6,1683.1
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,1983,2,1,12.7,19.5,170.9,240.8,182.4,55.3,54.1,39.2,83.3,254.1,159.7,124.4,1396.4
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,1984,2,1,86.6,96.2,95.2,172.2,274.6,136.4,89.4,108.3,213.9,231.2,142.4,39.7,1686.1
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,1985,2,1,84.4,82.5,108.9,188.7,193.6,95.3,70.3,63.3,119.8,169.6,,31.3,1207.7
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,1986,2,1,109.8,95.5,115.0,197.1,186.0,195.5,55.5,53.0,195.8,170.9,69.9,50.4,1494.4
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,1987,2,1,55.6,51.9,71.8,120.2,178.3,39.3,140.0,44.1,102.1,234.7,114.5,77.9,1230.4
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,1988,2,1,31.5,72.4,42.5,193.9,132.1,234.1,112.5,178.3,175.7,188.5,201.1,154.8,1717.4
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,1989,2,1,72.4,91.3,134.5,71.0,234.7,103.4,57.4,58.4,117.2,160.6,107.1,78.4,1286.4
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,1990,2,1,43.0,51.9,112.0,167.5,95.7,51.0,72.8,33.5,60.6,216.3,105.8,73.2,1083.3
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,1991,2,1,89.4,34.1,151.6,,149.0,91.0,72.9,62.2,90.0,111.3,147.7,84.3,1243.6
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,1992,2,1,91.0,82.9,108.1,186.3,188.4,95.8,71.5,66.1,112.8,184.4,137.8,76.9,1402.0
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,1993,1,1,92.6,83.6,107.8,186.9,188.5,96.2,71.7,66.6,112.3,184.4,138.2,76.6,1405.4
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,1994,2,1,68.5,119.0,115.0,235.5,180.5,43.2,62.5,67.1,64.0,214.5,138.5,76.3,1384.6
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,1995,2,1,95.9,84.7,70.5,326.9,167.7,141.5,141.0,148.5,60.5,151.0,138.9,*,1527.1
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,1996,1,1,195.2,85.0,110.5,114.9,246.4,146.5,72.4,55.6,120.0,205.0,118.3,78.0,1547.8
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,1997,2,1,88.6,*,102.5,145.0,115.9,103.8,11.6,30.9,144.1,167.5,201.7,34.5,1146.1
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,1998,2,1,217.0,129.0,107.3,186.5,252.8,90.6,99.0,93.0,145.0,,180.8,110.6,1806.8
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,1999,1,1,89.1,190.0,129.8,187.3,162.8,152.0,44.9,123.9,217.7,195.4,136.7,98.3,1727.9
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,2000,1,1,102.3,114.1,72.8,84.3,161.5,151.0,82.7,66.9,169.5,164.7,97.7,94.2,1361.7
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,2001,1,1,34.7,52.2,100.8,50.8,167.6,82.7,70.6,33.5,126.9,128.1,170.4,92.4,1110.7
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,2002,1,1,77.6,51.7,159.3,255.9,183.1,135.2,74.2,42.5,70.2,179.1,76.3,125.7,1430.8
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,2003,1,1,22.8,82.6,148.5,271.5,83.3,105.3,38.0,82.3,111.1,228.6,,,1174.0
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,2005,1,1,84.3,52.4,55.5,105.5,177.1,140.4,42.1,45.0,76.1,263.2,167.3,64.7,1273.6
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,2006,1,1,79.3,41.6,158.1,,211.7,137.1,30.7,67.1,60.1,140.4,183.9,108.0,1388.5
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,2007,1,1,98.2,11.1,131.0,210.9,315.9,95.8,,135.4,94.9,280.1,114.4,154.9,1642.6
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,2008,1,1,58.9,107.8,172.3,171.9,275.6,129.4,110.9,155.7,96.7,174.9,256.3,108.6,1819.0
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,2009,1,1,130.3,125.2,177.3,109.2,127.4,136.5,41.5,49.1,37.8,176.0,151.5,51.6,1313.4
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,2011,1,1,92.0,135.8,161.7,336.6,185.9,89.5,124.1,80.0,151.9,291.7,280.3,131.4,2060.9
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,2012,1,1,104.9,59.4,123.5,227.1,167.7,89.4,90.9,91.3,72.1,322.8,109.7,39.0,1497.8
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,2013,1,1,24.5,111.9,113.6,105.8,213.0,69.8,49.7,91.7,103.3,97.8,153.0,130.5,1264.6
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,2014,1,1,65.5,95.3,102.8,162.2,169.7,89.8,57.7,41.6,128.8,,,,913.4
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,MEDIOS,,,83.9,85.6,117.8,181.9,188.6,108.7,72.0,73.6,114.7,194.6,149.5,88.4,1459.2
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,MAXIMOS,,,217.0,190.0,177.3,336.6,315.9,234.1,141.0,178.3,217.7,322.8,280.3,154.9,336.6
CALDAS,VILLAMARIA,26155150,LAS BRISAS,-75.209999999999994,4.54,4150,MINIMOS,,,12.7,11.1,42.5,50.8,83.3,39.3,11.6,6.5,37.8,97.8,69.9,31.3,6.5
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,1986,2,1,,,,,,,,,,,,60.4,60.4
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,1987,2,1,63.9,31.9,108.7,157.9,266.7,8.0,96.9,27.2,242.8,365.8,248.8,44.6,1663.2
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,1988,2,1,87.0,234.0,187.7,85.0,60.6,69.3,10.0,45.1,145.0,244.2,201.7,22.9,1392.5
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,1989,2,1,119.7,234.0,187.7,85.0,60.6,69.3,10.0,45.1,145.0,244.2,206.7,22.9,1430.2
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,1990,2,1,123.2,114.5,107.8,178.8,141.3,8.4,7.3,20.7,38.3,308.6,151.3,,1200.2
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,1991,2,1,,71.9,215.2,77.3,123.5,19.5,18.1,41.7,101.0,,158.2,39.0,869.2
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,1992,2,1,36.2,96.3,18.5,172.8,71.8,1.0,47.3,14.8,112.6,18.3,197.1,61.3,848.0
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,1993,2,1,69.6,53.4,191.8,84.6,.0,24.1,25.3,9.6,130.6,139.9,189.3,111.8,1030.0
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,1994,2,1,110.2,187.2,234.9,377.7,11.0,16.5,26.5,15.8,31.7,283.4,253.7,55.8,1604.4
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,1995,2,1,23.3,44.9,144.9,169.1,206.2,77.9,47.9,128.2,62.8,207.8,80.3,176.8,1370.1
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,1996,2,1,92.3,162.7,,102.0,136.2,100.8,40.4,49.6,30.5,273.1,113.0,82.8,1443.2
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,1997,2,1,100.8,29.1,113.4,154.0,38.1,45.3,.0,.0,87.5,131.4,166.5,47.9,914.0
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,1998,2,1,48.4,67.1,231.9,148.9,151.2,11.0,117.7,48.8,188.9,240.0,192.2,205.7,1651.8
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,1999,2,1,143.6,163.2,119.3,207.8,98.6,95.5,11.0,43.3,116.3,211.1,,97.7,1506.4
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,2000,2,1,28.1,104.6,113.4,126.9,54.7,64.7,26.7,32.1,94.2,114.3,81.6,96.2,937.5
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,2001,1,1,52.9,43.8,162.5,,160.6,37.4,39.7,7.0,,129.7,230.1,107.8,1079.7
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,2002,1,1,11.6,98.0,138.5,261.3,256.7,30.3,62.1,47.0,63.6,103.3,25.2,209.0,1306.6
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,2003,1,1,14.7,64.7,89.1,136.7,.0,107.2,6.1,47.4,28.6,219.7,45.4,7.2,766.8
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,2004,1,1,,,169.3,308.1,107.8,10.9,54.3,6.6,96.4,281.5,284.3,78.8,1398.0
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,2005,1,1,91.2,285.0,205.0,237.4,231.3,10.4,153.6,63.2,107.3,390.1,144.1,134.6,2053.2
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,2006,1,1,70.9,22.5,217.0,343.9,140.0,133.0,21.5,15.0,82.5,333.5,463.5,241.0,2084.3
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,2007,1,1,77.0,.0,223.0,248.0,136.2,60.0,95.0,82.0,25.0,528.0,174.0,141.8,1790.0
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,2008,1,1,129.1,147.0,177.0,282.0,381.0,*,107.2,213.0,80.7,232.6,363.2,59.4,2172.2
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,2009,1,1,200.2,102.6,242.5,211.2,262.2,64.0,42.1,58.2,17.0,292.3,212.5,77.0,1781.8
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,2010,1,1,15.0,173.3,113.6,325.9,204.5,75.9,128.3,35.6,115.8,229.1,363.0,182.8,1962.8
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,2011,1,1,103.0,237.6,356.2,,270.5,124.5,72.5,74.3,58.1,310.9,421.3,237.3,2266.2
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,2012,1,1,243.1,108.3,151.4,200.1,64.7,12.0,16.0,20.0,12.0,286.7,277.0,88.6,1479.9
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,2013,1,1,18.0,215.6,126.0,277.7,,27.0,13.5,56.5,,232.5,265.0,129.0,1360.8
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,2014,1,1,101.4,152.0,202.0,,,,,,,,,,455.4
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,MEDIO,,,80.7,120.2,171.7,192.8,139.8,50.2,48.0,46.2,87.3,244.3,211.4,104.4,1497.1
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,MAXIM,,,243.1,285.0,356.2,377.7,381.0,133.0,153.6,213.0,242.8,528.0,463.5,241.0,528.0
CUNDINAMARCA,CHAGUANI,21230120,LA BELLEZA,-74.340000000000003,4.5899999999999999,1200,MINIM,,,3.8,0.0,18.5,52.0,0.0,1.0,0.0,0.0,12.0,18.3,25.2,7.2,0.0
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,1980,1,1,,,,*,186.0,83.0,73.0,97.0,135.0,149.0,149.0,38.0,910.0
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,1981,1,1,4.0,61.0,103.0,337.0,289.0,171.0,10.0,199.0,86.0,148.0,203.0,47.0,1658.0
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,1982,1,1,38.0,137.0,98.0,290.0,154.0,28.0,18.0,4.0,239.0,198.0,140.0,219.0,1563.0
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,1983,1,1,36.0,31.0,175.0,255.0,132.0,37.0,49.0,,88.0,254.0,176.0,232.0,1468.0
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,1984,1,1,,,51.0,199.0,155.0,88.0,93.0,102.0,203.0,252.0,292.0,31.0,1466.0
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,1985,1,1,29.0,22.0,191.7,74.1,119.0,42.7,49.4,46.6,215.5,337.8,,40.5,1266.3
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,1986,1,1,50.1,70.2,33.2,219.1,162.4,55.3,.4,29.8,177.8,345.1,114.2,32.2,1289.8
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,1987,1,1,3.8,50.6,17.7,169.3,187.9,45.6,73.5,28.2,201.2,358.0,228.6,61.3,1425.7
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,1988,1,1,5.3,32.9,75.6,288.2,132.4,134.0,32.2,217.8,62.5,384.6,263.2,110.4,1739.1
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,1989,1,1,148.2,20.8,122.9,47.4,261.0,,72.8,61.3,220.2,101.6,89.3,166.6,1415.9
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,1990,1,1,9.1,,101.0,155.0,111.0,45.0,49.0,18.0,77.0,233.0,,134.1,1129.9
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,1991,1,1,.0,49.0,89.0,58.0,161.0,106.0,31.0,15.0,152.0,233.0,94.0,134.1,1122.1
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,1992,1,1,71.0,126.0,48.0,26.0,229.0,35.0,20.0,93.0,26.0,92.0,163.0,102.0,1031.0
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,1993,1,1,97.0,27.0,154.0,213.0,166.0,10.0,34.0,73.0,240.5,80.0,246.0,104.0,1444.5
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,1994,1,1,35.0,221.0,183.0,283.0,266.0,23.0,21.0,80.0,129.0,187.0,166.0,30.0,1624.0
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,1995,1,1,3.0,.0,138.0,299.0,259.6,35.0,67.0,111.0,146.0,309.0,79.0,295.0,1741.6
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,1996,1,1,44.0,55.0,246.0,146.0,315.0,67.0,162.0,188.0,122.0,209.5,207.0,51.0,1812.5
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,1997,1,1,74.0,124.0,96.4,261.7,92.5,9.0,.0,.0,96.7,123.0,245.0,10.0,1132.3
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,1998,1,1,186.0,122.2,136.9,203.1,138.5,72.5,130.3,121.0,235.0,204.3,283.5,354.3,2187.6
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,1999,1,1,96.0,236.0,72.9,222.6,50.9,334.3,29.3,337.2,367.8,458.7,365.5,270.2,2841.4
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,2000,1,1,43.1,150.6,309.1,205.8,241.5,196.4,110.5,41.9,238.4,394.8,230.8,134.5,2297.4
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,2001,1,1,71.5,180.5,178.2,157.7,227.4,39.9,83.1,.0,245.7,265.2,331.3,237.4,2017.9
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,2002,1,1,98.1,36.8,316.6,424.3,218.5,116.8,83.2,146.7,233.6,224.7,144.2,254.5,2298.0
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,2003,1,1,62.1,114.7,172.6,272.5,163.6,70.4,41.3,141.5,289.5,379.6,292.0,71.9,2071.7
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,2004,1,1,23.0,23.5,200.0,275.5,292.0,52.0,175.6,25.1,255.3,404.4,275.7,10.3,2012.4
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,2005,1,1,249.1,147.5,131.2,204.8,308.8,109.9,124.1,56.1,184.2,456.9,247.7,60.4,2280.7
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,2006,1,1,44.3,80.3,225.7,348.3,273.7,64.6,81.5,155.4,215.4,274.0,222.6,77.9,2063.7
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,2007,1,1,165.3,.0,,,,.0,50.1,163.5,69.3,443.4,335.7,175.0,1402.3
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,2008,1,1,185.5,218.5,91.1,186.5,285.8,56.0,60.6,224.2,58.4,,250.8,47.9,1665.3
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,2009,1,1,129.4,27.1,85.1,209.1,53.6,92.8,8.1,41.5,16.5,,38.9,29.9,732.0
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,2010,1,1,18.0,10.9,53.2,36.4,42.8,40.5,49.8,44.1,34.7,80.1,216.7,128.9,756.1
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,2011,1,1,45.9,90.4,84.6,76.4,69.9,66.8,43.7,68.6,20.9,102.5,177.7,298.3,1145.7
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,2012,1,1,90.3,30.0,116.9,168.6,55.4,16.0,2.2,41.6,59.1,154.6,96.5,21.1,852.3
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,2013,1,1,46.2,105.1,84.9,114.1,232.3,63.8,9.1,,,,,,655.5
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,MEDIO,,,68.8,84.5,130.7,200.8,182.8,73.9,57.0,90.2,155.8,252.8,198.7,121.5,1617.6
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,MAXIM,,,249.1,236.0,316.6,424.3,315.0,334.3,175.6,337.2,367.8,458.7,365.5,354.3,458.7
CUNDINAMARCA,GUADUAS,21230090,ARRANCAPLUMAS,-74.430000000000007,5.1200000000000001,245,MINIM,,,0.0,0.0,17.7,26.0,42.8,0.0,0.0,0.0,16.5,80.0,38.9,10.0,0.0
CUNDINAMARCA,NARIÑO,21230110,RADIO ALERTA NARIÑO,-74.5,4.2300000000000004,262,1980,1,1,43.0,36.0,73.0,84.0,62.0,40.0,6.0,79.0,60.0,264.0,126.0,131.0,1004.0
CUNDINAMARCA,NARIÑO,21230110,RADIO ALERTA NARIÑO,-74.5,4.2300000000000004,262,1981,1,1,64.0,16.2,6.9,37.3,34.7,10.0,.5,22.7,6.6,30.6,10.1,6.6,246.2
CUNDINAMARCA,NARIÑO,21230110,RADIO ALERTA NARIÑO,-74.5,4.2300000000000004,262,1982,1,1,64.0,184.0,105.0,275.0,362.0,47.0,14.0,8.0,306.0,227.0,,165.0,1757.0
CUNDINAMARCA,NARIÑO,21230110,RADIO ALERTA NARIÑO,-74.5,4.2300000000000004,262,1983,1,1,30.0,92.0,152.0,323.0,198.0,4.0,25.0,.0,67.0,178.0,96.0,,1165.0
CUNDINAMARCA,NARIÑO,21230110,RADIO ALERTA NARIÑO,-74.5,4.2300000000000004,262,1984,1,1,17.0,204.0,124.0,208.0,171.0,35.0,12.0,55.0,262.0,47.0,201.0,79.0,1415.0
CUNDINAMARCA,NARIÑO,21230110,RADIO ALERTA NARIÑO,-74.5,4.2300000000000004,262,1985,1,1,18.0,34.0,41.0,316.0,159.0,25.0,51.0,52.0,252.0,131.0,129.0,.0,1208.0
CUNDINAMARCA,NARIÑO,21230110,RADIO ALERTA NARIÑO,-74.5,4.2300000000000004,262,1986,1,1,108.0,137.0,19.0,363.0,,87.0,.0,47.0,47.0,159.0,85.0,64.0,1256.0
CUNDINAMARCA,NARIÑO,21230110,RADIO ALERTA NARIÑO,-74.5,4.2300000000000004,262,1987,1,1,7.0,156.0,80.0,317.0,272.0,70.0,82.0,130.0,132.0,280.0,20.0,82.0,1628.0
CUNDINAMARCA,NARIÑO,21230110,RADIO ALERTA NARIÑO,-74.5,4.2300000000000004,262,1988,1,1,99.0,77.0,.0,371.0,129.0,118.0,148.0,382.0,247.0,49.0,95.0,122.0,1837.0
