id estación,estación,longitud,latitud,elevación,año,enero,febrero,marzo,abril,mayo,junio,julio,agost,septi,octub,novie,dicie
23110040,trique el,-74.34,5.52,150.0,2000,68.0,261.0,185.0,252.0,,95.0,283.0,195.0,,314.0,120.0,82.0
23110040,trique el,-74.34,5.52,150.0,2001,119.0,33.0,326.0,86.0,265.0,119.0,152.0,48.0,339.0,202.0,150.0,240.3
23110040,trique el,-74.34,5.52,150.0,2002,106.0,44.0,237.0,319.0,111.0,96.0,87.0,129.0,243.0,288.0,152.0,178.0
23110040,trique el,-74.34,5.52,150.0,2003,23.0,95.0,221.0,189.0,226.0,219.0,85.0,175.0,190.0,376.0,196.0,259.0
23110040,trique el,-74.34,5.52,150.0,2004,92.0,11.0,471.0,599.0,426.0,37.0,309.0,168.0,541.0,830.0,537.6,162.0
23110040,trique el,-74.34,5.52,150.0,2005,98.0,103.0,136.0,253.0,436.0,318.0,248.0,144.0,367.0,436.0,376.0,162.0
23110040,trique el,-74.34,5.52,150.0,2006,132.0,116.0,382.0,641.0,608.0,236.0,177.0,463.0,293.0,477.0,431.0,186.0
23110040,trique el,-74.34,5.52,150.0,2007,93.0,14.0,396.0,,486.0,180.0,350.0,262.0,256.0,287.0,174.0,126.0
23110040,trique el,-74.34,5.52,150.0,2008,159.0,419.0,280.0,484.0,244.0,305.0,357.0,535.0,168.0,376.0,333.0,145.0
23110040,trique el,-74.34,5.52,150.0,2009,168.0,150.0,297.0,207.0,364.0,204.0,89.0,378.0,226.0,324.0,230.0,25.0
23110040,trique el,-74.34,5.52,150.0,2010,,60.0,141.0,243.0,361.0,198.0,251.0,330.0,,243.0,265.0,146.0
23110040,trique el,-74.34,5.52,150.0,2011,69.0,280.0,239.0,462.0,261.0,168.0,108.0,251.0,129.0,228.0,285.0,175.0
23020090,marulanda,-75.15999999999998,5.16,2637.0,1990,89.0,115.0,147.0,173.0,290.6,172.0,246.0,196.0,203.0,,117.0,117.0
23020090,marulanda,-75.15999999999998,5.16,2637.0,1991,16.0,94.0,297.0,179.0,320.0,214.0,229.0,47.0,248.0,168.0,93.0,142.0
23020090,marulanda,-75.15999999999998,5.16,2637.0,1992,37.0,51.0,127.0,182.0,300.0,121.0,117.0,155.0,212.0,73.0,128.0,63.0
23020090,marulanda,-75.15999999999998,5.16,2637.0,1993,69.0,83.0,181.0,316.0,194.0,67.0,180.0,233.0,247.0,172.0,147.0,62.0
23020090,marulanda,-75.15999999999998,5.16,2637.0,1994,75.0,104.0,155.0,,225.0,152.0,94.0,73.0,111.0,185.0,172.0,73.0
23020090,marulanda,-75.15999999999998,5.16,2637.0,1995,27.0,31.0,146.0,201.0,225.0,196.0,272.0,211.0,148.0,93.0,108.0,137.0
23020090,marulanda,-75.15999999999998,5.16,2637.0,1996,77.0,133.0,133.0,173.0,321.0,230.0,142.0,145.0,207.0,140.0,107.0,70.0
23020090,marulanda,-75.15999999999998,5.16,2637.0,1997,64.0,98.0,82.0,151.0,137.0,120.0,76.0,11.0,177.0,,,2.0
23020090,marulanda,-75.15999999999998,5.16,2637.0,1998,28.0,95.0,124.0,163.0,228.0,96.0,226.0,176.0,251.0,205.0,158.0,92.0
23020090,marulanda,-75.15999999999998,5.16,2637.0,1999,59.0,174.0,149.0,219.0,268.0,226.0,94.0,113.0,283.0,241.0,174.0,217.0
23020090,marulanda,-75.15999999999998,5.16,2637.0,2000,98.0,165.0,,173.0,278.0,217.0,137.0,138.0,391.0,147.0,108.0,108.0
23020090,marulanda,-75.15999999999998,5.16,2637.0,2001,62.0,59.0,104.0,92.0,216.0,155.0,168.0,53.0,249.0,108.0,151.0,95.0
23020090,marulanda,-75.15999999999998,5.16,2637.0,2002,28.0,112.0,121.0,178.0,228.0,181.0,184.0,57.0,126.0,186.0,126.0,104.0
23020090,marulanda,-75.15999999999998,5.16,2637.0,2003,29.0,53.0,169.0,212.0,200.0,239.0,107.0,153.0,178.0,209.0,139.0,75.0
23020090,marulanda,-75.15999999999998,5.16,2637.0,2004,64.0,89.0,98.0,325.0,274.0,113.0,191.0,75.0,229.0,212.0,141.0,70.0
23020090,marulanda,-75.15999999999998,5.16,2637.0,2005,144.0,124.0,285.0,237.0,291.0,182.0,75.0,100.0,144.0,298.0,181.0,119.0
23020090,marulanda,-75.15999999999998,5.16,2637.0,2006,121.0,55.0,200.0,151.0,237.0,187.0,80.0,146.0,189.0,232.0,181.0,83.0
23020090,marulanda,-75.15999999999998,5.16,2637.0,2007,53.0,12.0,,,291.0,90.0,162.0,174.0,,278.0,132.0,162.0
23020090,marulanda,-75.15999999999998,5.16,2637.0,2008,50.0,158.0,180.0,114.0,316.0,227.0,240.0,310.0,144.0,283.0,194.0,165.0
23020090,marulanda,-75.15999999999998,5.16,2637.0,2009,144.0,121.0,173.0,203.0,153.0,277.0,71.0,177.0,73.0,146.0,80.0,48.0
23020090,marulanda,-75.15999999999998,5.16,2637.0,2010,9.0,98.0,237.0,124.0,241.0,271.0,264.0,123.0,301.0,185.0,342.0,183.0
23020090,marulanda,-75.15999999999998,5.16,2637.0,2011,89.0,104.0,211.0,295.0,186.0,170.0,170.0,108.0,146.0,178.0,240.0,206.0
230502230,san josé pensilvania,-75.08,5.22,2100.0,1990,164.3,223.3,284.2,341.6,334.2,171.7,158.4,159.9,283.0,307.5,294.7,154.4
230502230,san josé pensilvania,-75.08,5.22,2100.0,1991,87.9,111.4,250.2,283.9,185.0,203.3,152.2,81.8,240.5,241.1,166.3,259.6
230502230,san josé pensilvania,-75.08,5.22,2100.0,1992,143.7,112.3,206.5,376.5,393.8,130.3,135.7,280.7,266.2,197.9,270.7,181.0
230502230,san josé pensilvania,-75.08,5.22,2100.0,1993,155.4,296.9,499.5,365.0,326.6,36.0,163.7,152.7,371.5,241.0,339.1,110.7
230502230,san josé pensilvania,-75.08,5.22,2100.0,1994,178.4,439.7,369.6,435.1,321.6,145.1,114.0,42.5,130.1,245.7,338.9,171.9
230502230,san josé pensilvania,-75.08,5.22,2100.0,1995,45.6,64.3,389.2,355.2,399.6,,324.9,269.0,271.6,221.9,205.2,228.4
230502230,san josé pensilvania,-75.08,5.22,2100.0,1996,149.8,218.3,424.7,283.6,390.3,285.9,129.0,194.7,183.2,317.6,222.5,155.4
230502230,san josé pensilvania,-75.08,5.22,2100.0,1997,169.9,221.4,119.4,245.2,189.7,109.2,88.8,7.1,231.3,214.2,258.7,79.5
230502230,san josé pensilvania,-75.08,5.22,2100.0,1998,90.8,156.4,228.4,303.6,289.7,43.2,308.2,277.6,277.3,455.5,304.8,196.7
230502230,san josé pensilvania,-75.08,5.22,2100.0,1999,226.8,445.8,311.3,347.5,325.9,245.4,66.4,179.5,484.2,793.6,295.8,416.7
230502230,san josé pensilvania,-75.08,5.22,2100.0,2000,132.2,346.0,423.0,265.9,377.0,292.8,113.0,127.0,508.2,216.2,238.3,260.0
230502230,san josé pensilvania,-75.08,5.22,2100.0,2001,116.0,117.7,317.8,238.5,288.9,87.1,203.4,68.6,305.2,290.7,264.4,298.1
230502230,san josé pensilvania,-75.08,5.22,2100.0,2002,70.2,325.6,198.9,333.7,371.9,195.1,192.0,95.4,196.3,333.7,211.7,152.1
230502230,san josé pensilvania,-75.08,5.22,2100.0,2003,134.4,92.6,,354.4,225.9,305.1,61.8,216.9,300.9,378.5,327.5,104.4
230502230,san josé pensilvania,-75.08,5.22,2100.0,2004,117.3,168.3,197.8,361.0,405.6,87.8,174.5,43.6,329.9,284.1,298.2,220.1
230502230,san josé pensilvania,-75.08,5.22,2100.0,2005,243.5,405.4,510.3,293.9,496.5,262.3,133.2,153.6,225.4,494.1,363.1,345.0
230502230,san josé pensilvania,-75.08,5.22,2100.0,2006,372.5,179.7,321.4,322.5,431.3,241.9,106.3,218.6,261.8,416.4,455.3,278.5
230502230,san josé pensilvania,-75.08,5.22,2100.0,2007,289.7,48.6,372.3,509.7,470.4,56.2,219.5,298.3,231.1,378.8,,245.7
230502230,san josé pensilvania,-75.08,5.22,2100.0,2008,134.5,433.8,413.1,326.2,402.1,301.6,192.0,376.4,188.8,570.8,536.3,284.4
230502230,san josé pensilvania,-75.08,5.22,2100.0,2009,362.7,245.4,386.4,315.4,354.1,292.7,46.4,265.9,121.4,275.6,207.1,116.4
230502230,san josé pensilvania,-75.08,5.22,2100.0,2010,72.6,213.2,423.0,253.8,288.2,390.7,432.6,282.0,475.8,295.9,495.0,349.3
230502230,san josé pensilvania,-75.08,5.22,2100.0,2011,241.0,141.0,425.0,693.0,244.0,297.3,264.0,266.0,218.0,359.0,362.0,439.0
23050250,norcasia,-74.53,5.34,730.0,1990,180.3,193.5,154.1,438.0,214.1,99.0,310.5,208.2,59.5,486.0,348.0,94.0
23050250,norcasia,-74.53,5.34,730.0,1991,142.4,185.5,205.6,,314.3,115.7,105.8,200.3,277.8,202.0,179.0,78.0
23050250,norcasia,-74.53,5.34,730.0,1992,184.0,296.5,165.0,180.0,257.3,129.0,20.0,255.0,382.0,385.0,305.8,278.0
23050250,norcasia,-74.53,5.34,730.0,1993,304.3,136.0,358.0,536.0,505.0,90.0,189.0,235.0,482.4,320.0,420.0,154.0
23050250,norcasia,-74.53,5.34,730.0,1994,313.0,520.0,562.0,825.0,560.0,120.0,122.0,70.0,181.0,334.0,591.0,305.0
23050250,norcasia,-74.53,5.34,730.0,1995,130.0,31.0,365.0,290.0,241.0,151.0,295.0,282.0,80.0,241.0,249.0,420.0
23050250,norcasia,-74.53,5.34,730.0,1996,144.4,188.6,235.0,360.0,408.0,185.0,102.0,207.3,241.2,255.0,219.0,476.0
23050250,norcasia,-74.53,5.34,730.0,1997,45.0,259.0,309.0,323.0,228.0,93.8,93.0,96.0,381.3,351.0,830.0,
23050250,norcasia,-74.53,5.34,730.0,1998,190.0,199.0,203.0,513.0,248.0,173.0,201.0,313.0,308.4,590.2,433.2,422.0
23050250,norcasia,-74.53,5.34,730.0,1999,408.0,472.0,256.0,386.0,425.0,399.0,112.0,437.0,496.0,732.0,478.0,623.0
23050250,norcasia,-74.53,5.34,730.0,2000,88.0,220.0,371.0,505.0,466.0,302.0,324.9,222.0,590.0,782.0,320.0,370.0
23050250,norcasia,-74.53,5.34,730.0,2001,357.0,268.0,187.0,176.0,157.0,230.0,138.0,25.0,285.0,658.0,995.0,487.0
23050250,norcasia,-74.53,5.34,730.0,2002,183.0,68.0,322.0,739.0,229.0,173.0,216.0,136.0,314.0,595.0,397.0,791.0
23050250,norcasia,-74.53,5.34,730.0,2003,49.0,214.0,94.0,,,,,,,,,
23050250,norcasia,-74.53,5.34,730.0,2004,,,,592.0,413.0,67.0,,,,,579.0,323.0
23050250,norcasia,-74.53,5.34,730.0,2005,455.0,75.0,293.0,404.0,564.0,396.0,182.0,240.0,277.0,670.0,443.0,356.0
23050250,norcasia,-74.53,5.34,730.0,2006,344.0,199.0,499.0,525.0,574.0,,,,,,531.1,388.0
23050250,norcasia,-74.53,5.34,730.0,2007,417.0,4.0,520.0,583.0,747.0,112.0,290.0,557.0,397.0,901.0,443.0,343.0
23050250,norcasia,-74.53,5.34,730.0,2008,210.0,286.0,436.0,331.0,607.0,258.0,266.0,645.0,335.0,551.0,563.0,170.0
23050250,norcasia,-74.53,5.34,730.0,2009,315.0,419.0,511.0,357.0,388.0,316.0,145.0,372.0,85.0,701.0,591.0,286.0
23050250,norcasia,-74.53,5.34,730.0,2010,153.0,248.0,367.0,,306.0,246.0,315.0,220.0,,576.0,946.0,483.0
23050250,norcasia,-74.53,5.34,730.0,2011,182.0,540.0,381.0,565.0,424.0,257.0,205.0,505.0,299.0,442.0,673.0,733.0
23055040,samana,-74.59,5.25,1475.0,1990,342.3,90.0,192.7,426.6,264.1,262.0,346.0,254.9,147.0,949.2,570.0,619.5
23055040,samana,-74.59,5.25,1475.0,1991,342.1,237.5,451.0,452.0,552.0,413.1,143.6,122.2,375.1,605.4,593.3,636.5
23055040,samana,-74.59,5.25,1475.0,1992,518.0,347.2,300.8,388.0,873.0,194.1,109.5,323.8,511.8,358.0,864.0,852.1
23055040,samana,-74.59,5.25,1475.0,1993,755.1,566.6,489.9,588.4,721.5,102.9,208.3,414.0,727.9,309.4,1051.0,731.3
23055040,samana,-74.59,5.25,1475.0,1994,830.2,724.6,1116.0,762.0,692.0,194.9,244.9,,336.3,330.6,770.4,938.7
23055040,samana,-74.59,5.25,1475.0,1995,197.8,136.8,526.1,649.8,732.4,402.9,318.4,552.6,555.4,755.1,762.9,778.1
23055040,samana,-74.59,5.25,1475.0,1996,789.0,622.1,920.0,783.7,819.9,553.1,353.1,428.5,456.3,835.7,809.2,616.0
23055040,samana,-74.59,5.25,1475.0,1997,463.0,879.0,458.5,690.0,329.5,311.9,44.5,143.6,138.4,660.5,632.5,774.3
23055040,samana,-74.59,5.25,1475.0,1998,539.0,419.6,746.0,909.0,422.6,202.0,494.7,411.7,684.8,664.2,984.9,985.4
23055040,samana,-74.59,5.25,1475.0,1999,1021.0,1191.0,771.6,810.0,415.7,639.5,212.7,373.5,709.9,954.8,965.4,1659.0
23055040,samana,-74.59,5.25,1475.0,2000,491.5,698.5,1035.0,,684.9,430.8,539.3,226.3,,614.1,1142.0,721.7
23055040,samana,-74.59,5.25,1475.0,2001,440.0,187.3,535.7,569.4,887.7,197.3,246.9,75.3,468.3,1152.0,1243.0,832.0
23055040,samana,-74.59,5.25,1475.0,2002,593.3,665.6,636.5,918.2,692.8,271.7,311.1,166.7,608.5,1034.0,369.7,1240.0
23055040,samana,-74.59,5.25,1475.0,2003,259.0,480.4,521.3,662.5,410.6,604.3,163.7,273.9,721.4,1074.0,715.2,
23055040,samana,-74.59,5.25,1475.0,2004,418.9,533.4,538.9,652.0,407.7,185.0,310.9,157.3,603.7,643.7,692.2,958.4
23055040,samana,-74.59,5.25,1475.0,2005,936.9,516.6,365.9,617.6,806.1,483.6,238.5,267.0,520.1,1154.0,1363.0,997.6
23055040,samana,-74.59,5.25,1475.0,2006,725.3,435.4,1022.0,598.6,719.8,475.7,89.5,214.4,560.2,1066.0,785.2,830.7
23055040,samana,-74.59,5.25,1475.0,2007,993.0,114.0,780.5,778.9,761.7,108.5,,343.3,448.9,1043.0,1146.0,877.2
23055040,samana,-74.59,5.25,1475.0,2008,767.9,496.5,537.4,679.5,970.0,340.2,214.8,396.0,642.8,616.0,1399.0,656.8
23055040,samana,-74.59,5.25,1475.0,2009,,623.7,980.3,388.0,805.5,423.1,214.9,414.6,258.9,798.9,779.7,580.8
23055040,samana,-74.59,5.25,1475.0,2011,614.4,655.7,909.5,803.3,808.8,529.7,435.4,547.5,639.1,747.1,1157.0,1995.0
23040070,cañaveral,-74.56,5.19,920.0,1991,118.0,76.0,423.0,464.0,453.0,141.0,68.0,103.0,324.3,283.0,511.0,530.0
23040070,cañaveral,-74.56,5.19,920.0,1992,213.0,291.0,144.0,359.0,583.0,94.0,87.0,,262.0,146.0,723.0,855.0
23040070,cañaveral,-74.56,5.19,920.0,1993,257.0,289.0,210.8,375.0,543.0,36.0,142.0,219.0,382.0,214.0,720.0,284.0
23040070,cañaveral,-74.56,5.19,920.0,1994,306.0,485.0,913.0,492.0,413.0,38.0,148.0,178.0,397.0,388.0,603.6,469.0
23040070,cañaveral,-74.56,5.19,920.0,1995,80.0,139.0,348.0,452.0,408.0,157.0,218.0,301.0,325.0,395.0,384.0,683.0
23040070,cañaveral,-74.56,5.19,920.0,1996,,,377.0,268.0,614.0,329.0,179.0,200.0,219.3,585.3,325.6,415.1
23040070,cañaveral,-74.56,5.19,920.0,1997,386.7,490.0,173.2,343.1,203.1,110.1,20.9,48.6,406.7,616.9,832.4,154.3
23040070,cañaveral,-74.56,5.19,920.0,1998,196.1,292.3,396.7,622.2,415.9,81.1,313.6,499.8,392.6,346.5,477.9,674.9
23040070,cañaveral,-74.56,5.19,920.0,1999,524.9,677.4,287.3,451.4,411.7,475.4,78.4,539.8,652.1,758.0,739.0,1137.0
23040070,cañaveral,-74.56,5.19,920.0,2000,621.2,467.8,680.3,698.0,787.9,312.5,,191.2,546.6,577.5,960.5,328.3
23040070,cañaveral,-74.56,5.19,920.0,2001,256.9,78.9,417.8,408.8,592.4,60.4,140.2,144.2,382.9,675.5,985.3,590.6
23040070,cañaveral,-74.56,5.19,920.0,2002,243.0,172.8,336.7,535.5,425.5,144.6,191.5,129.4,337.1,464.5,434.9,686.1
23040070,cañaveral,-74.56,5.19,920.0,2003,159.3,270.4,291.6,520.7,190.4,443.8,129.5,218.7,240.7,621.7,505.8,310.4
23040070,cañaveral,-74.56,5.19,920.0,2004,308.2,156.7,369.6,507.3,418.1,55.2,103.7,132.0,274.6,655.3,654.0,445.4
23040070,cañaveral,-74.56,5.19,920.0,2005,513.6,136.0,296.3,350.9,573.4,309.0,211.0,147.5,440.0,871.0,732.1,795.2
23040070,cañaveral,-74.56,5.19,920.0,2006,504.2,,409.9,333.5,539.5,191.4,58.1,210.8,281.4,598.5,,529.6
